Embedded Platform Name,SMB Name,Loan Funded On,Loan Amount,Pipe Fees,Repaid Total So Far,Liquidity Risk,Revenue Drop Risk,Non-Payment Risk
Housecall Pro,SMB_63521,2024-10-11 17:39:41.095399,22781,1267.71,8265.842195852456,0,0,0
Housecall Pro,SMB_82223,2024-05-02 17:39:41.230698,23931,2579.36,18408.006918203682,0,0,0
Priority,SMB_38297,2024-03-10 17:39:40.920696,22091,2499.3,19881.9,0,1,0
Boulevard,SMB_44965,2024-08-24 17:39:40.968829,25894,1612.81,11982.914937438089,0,0,0
Housecall Pro,SMB_65314,2024-11-09 17:39:41.106113,9553,559.21,2400.3487323487348,0,0,0
Housecall Pro,SMB_90160,2024-04-28 17:39:41.281445,22166,1274.63,18123.20320408123,0,0,0
Housecall Pro,SMB_73727,2024-12-18 17:39:41.176805,32047,1845.88,6229.018226846307,0,0,0
Priority,SMB_21924,2024-03-09 17:39:40.802863,11622,647.52,10459.800000000001,0,0,0
Housecall Pro,SMB_59376,2024-06-06 17:39:41.070231,24014,2249.66,16682.636096629434,0,1,0
Priority,SMB_7056,2025-01-02 17:39:40.696657,20395,1552.75,2952.8623093789556,0,0,0
Housecall Pro,SMB_64130,2024-07-09 17:39:41.099042,9206,715.23,5291.209176971305,0,0,1
Housecall Pro,SMB_84922,2024-10-05 17:39:41.248668,16309,1596.66,6053.172905564176,0,1,0
Priority,SMB_38646,2024-04-25 17:39:40.923085,14449,926.33,10196.607414313874,1,0,0
Priority,SMB_7124,2025-01-23 17:39:40.697071,27180,1711.36,2355.193659689859,0,0,0
Priority,SMB_35162,2024-12-06 17:39:40.899687,7082,482.49,1360.1271799943825,0,0,0
Housecall Pro,SMB_95558,2024-06-12 17:39:41.315285,13399,985.37,8994.98349602867,0,0,0
Housecall Pro,SMB_83418,2024-12-09 17:39:41.239430,30537,3054.67,6438.692949438718,0,0,0
Priority,SMB_17787,2024-07-15 17:39:40.773108,25182,1293.15,13657.153955994905,0,0,0
Priority,SMB_25589,2025-01-15 17:39:40.832899,20138,1143.87,2206.0791840208994,0,0,0
Priority,SMB_10133,2025-01-19 17:39:40.717069,12342,1399.29,1184.2909282436644,1,0,0
Priority,SMB_2314,2024-05-12 17:39:40.660651,18899,1570.65,13720.309748883074,0,0,0
Priority,SMB_2695,2025-01-29 17:39:40.662925,28602,1477.23,2282.565327150614,1,0,0
Priority,SMB_6395,2024-08-23 17:39:40.692803,30603,2610.69,13242.479859262265,1,0,0
Housecall Pro,SMB_74009,2024-06-10 17:39:41.178559,8452,983.34,6113.482525961062,0,0,1
Priority,SMB_2680,2024-06-12 17:39:40.662844,30410,1580.02,19178.85198279442,0,1,0
Housecall Pro,SMB_94039,2024-09-19 17:39:41.305411,13766,808.98,5126.6644542518225,0,0,0
Priority,SMB_36890,2024-09-10 17:39:40.911264,16148,1662.62,7068.1657247601215,0,0,0
Housecall Pro,SMB_56381,2024-08-10 17:39:41.052192,12504,822.9,6119.934161605463,0,1,0
Housecall Pro,SMB_73007,2024-05-24 17:39:41.170096,7687,599.74,5708.445390787347,0,0,0
Priority,SMB_29317,2024-09-20 17:39:40.860593,6915,450.77,2600.7525743706415,0,0,0
Housecall Pro,SMB_52758,2024-10-03 17:39:41.024976,32298,3573.0,12462.04665768232,0,0,0
Boulevard,SMB_50992,2024-05-29 17:39:41.011478,32228,2057.04,20884.198850181165,1,0,0
Priority,SMB_13993,2024-08-18 17:39:40.744041,15401,1586.57,7231.436135482362,1,0,0
Housecall Pro,SMB_88434,2024-11-30 17:39:41.270719,16761,1401.95,3573.7013911479503,0,1,0
Housecall Pro,SMB_66015,2024-11-17 17:39:41.110322,12923,1498.37,3162.6467737379376,0,0,0
Housecall Pro,SMB_53562,2024-06-27 17:39:41.031193,28070,2989.16,15382.565256828293,0,1,0
Priority,SMB_16116,2025-01-08 17:39:40.760589,6577,361.3,745.4986109363783,0,0,0
Priority,SMB_27600,2024-03-16 17:39:40.848066,11864,1205.47,10347.285109187755,0,0,0
Housecall Pro,SMB_64970,2024-03-30 17:39:41.103981,14097,1457.17,10919.2742366901,1,0,0
Priority,SMB_34688,2024-09-19 17:39:40.896714,13917,941.15,5911.326966084696,0,0,1
Priority,SMB_34681,2024-04-10 17:39:40.896676,9120,762.08,8149.489990079527,0,0,0
Housecall Pro,SMB_82901,2024-12-08 17:39:41.235006,23664,1544.33,4529.637827250933,0,0,0
Priority,SMB_28929,2024-11-14 17:39:40.857648,28145,3238.11,7035.725609267141,0,0,0
Priority,SMB_27296,2024-04-13 17:39:40.845639,6573,351.84,5268.361106158902,0,0,0
Priority,SMB_1683,2024-04-23 17:39:40.656658,14174,1496.76,9959.859954432934,0,1,0
Housecall Pro,SMB_70328,2024-11-01 17:39:41.143891,6913,638.38,1946.9450999965236,0,0,0
Priority,SMB_2791,2024-09-18 17:39:40.663469,23067,1209.79,9480.730250274411,0,0,0
Housecall Pro,SMB_67732,2024-04-08 17:39:41.120340,30530,3086.01,22228.74262533516,0,0,0
Priority,SMB_36543,2024-07-02 17:39:40.908860,7510,719.55,4042.420628913436,0,0,0
Boulevard,SMB_41152,2024-12-15 17:39:40.941552,8725,1038.04,1610.5202105937553,0,0,1
Housecall Pro,SMB_81578,2024-07-29 17:39:41.226592,18903,996.12,10196.925266626547,0,0,1
Housecall Pro,SMB_83337,2024-09-16 17:39:41.238756,9484,1072.66,3622.2420576214304,0,0,0
Housecall Pro,SMB_98448,2024-03-24 17:39:41.334915,19992,2386.52,17182.58563740491,0,0,0
Housecall Pro,SMB_64295,2024-09-04 17:39:41.099992,29400,2993.32,13625.580364960337,0,0,0
Priority,SMB_7048,2024-11-14 17:39:40.696615,14072,1679.05,3547.16125904612,0,0,1
Priority,SMB_9634,2024-03-10 17:39:40.713914,26731,3146.47,24057.9,0,0,0
Boulevard,SMB_49016,2024-12-04 17:39:40.996866,12295,1237.98,2685.865143961018,0,0,0
Priority,SMB_12402,2024-10-17 17:39:40.733665,21822,2457.89,6923.8143557184685,0,0,0
Housecall Pro,SMB_59821,2024-09-15 17:39:41.072726,14407,1224.97,5863.296127195296,0,0,0
Housecall Pro,SMB_66031,2024-11-16 17:39:41.110408,19380,1154.17,4731.4677070118405,0,0,0
Housecall Pro,SMB_75099,2024-09-22 17:39:41.184899,16446,869.25,6461.314731539225,0,0,0
Priority,SMB_27645,2024-11-11 17:39:40.848338,12777,1406.9,3131.3879071324277,0,0,0
Housecall Pro,SMB_79756,2024-09-20 17:39:41.213820,22098,1995.31,8417.01719577489,0,0,0
Boulevard,SMB_45719,2024-03-08 17:39:40.973899,28605,2908.81,25138.960834497047,0,1,0
Housecall Pro,SMB_93283,2025-01-17 17:39:41.300485,11995,712.59,1184.5320741826908,0,0,0
Housecall Pro,SMB_96107,2024-04-21 17:39:41.318955,7156,430.74,5434.585974753687,0,0,0
Boulevard,SMB_45995,2024-11-30 17:39:40.975582,9676,1158.24,2374.582721992317,1,0,0
Boulevard,SMB_45993,2024-11-28 17:39:40.975571,25403,1319.22,5487.991899492492,0,0,0
Housecall Pro,SMB_87743,2024-10-03 17:39:41.266278,29716,2485.98,10659.783175130771,0,0,0
Housecall Pro,SMB_84999,2024-12-25 17:39:41.249164,20562,1585.57,3197.9111106500936,0,0,0
Housecall Pro,SMB_97541,2025-01-19 17:39:41.327915,7443,407.68,776.8159365166587,0,0,0
Boulevard,SMB_46597,2024-04-17 17:39:40.979920,24611,2561.34,21350.225792040525,0,0,0
Housecall Pro,SMB_97755,2024-08-14 17:39:41.329946,16178,1544.14,7177.518861615645,0,1,0
Priority,SMB_18392,2024-04-13 17:39:40.777522,25181,2123.2,19682.23917140358,0,1,0
Priority,SMB_2781,2024-10-13 17:39:40.663415,8620,611.9,3104.6355431560155,0,0,0
Priority,SMB_16426,2024-06-10 17:39:40.762774,17778,1785.08,10698.721710383817,0,0,0
Housecall Pro,SMB_76706,2024-08-07 17:39:41.194654,26951,1756.87,14708.698830173607,0,1,0
Housecall Pro,SMB_90807,2024-06-28 17:39:41.285210,25250,2593.63,17174.735294332193,0,0,0
Priority,SMB_5773,2024-05-15 17:39:40.688520,27365,2669.75,21318.553575449383,0,0,0
Housecall Pro,SMB_93541,2024-06-27 17:39:41.302265,17931,1296.62,11622.476201133784,0,0,0
Boulevard,SMB_44880,2024-08-24 17:39:40.968162,7124,827.27,3231.9911152424256,0,0,0
Housecall Pro,SMB_86089,2024-05-25 17:39:41.255772,13580,1238.24,10278.383547177216,0,0,1
Housecall Pro,SMB_96472,2024-05-17 17:39:41.321215,10301,1147.67,6655.969917114842,0,0,0
Priority,SMB_26722,2024-05-15 17:39:40.840750,9686,881.15,7664.435566342353,0,1,0
Housecall Pro,SMB_80479,2024-12-09 17:39:41.219130,16132,972.48,3423.712173876133,0,0,0
Housecall Pro,SMB_94423,2024-08-17 17:39:41.307737,13812,1493.05,7377.412250944014,0,0,0
Housecall Pro,SMB_96904,2024-08-11 17:39:41.323853,22108,2209.86,10740.588641595752,0,0,1
Priority,SMB_19085,2024-08-21 17:39:40.782769,30908,1948.46,13395.52129950487,0,0,0
Boulevard,SMB_42835,2024-06-08 17:39:40.953725,29331,2170.99,19507.277558999638,0,0,0
Housecall Pro,SMB_66971,2024-09-09 17:39:41.115944,23326,1759.31,9918.097322545895,0,0,0
Priority,SMB_38094,2024-12-14 17:39:40.919396,25501,1783.94,4382.6765516360965,0,0,0
Housecall Pro,SMB_94520,2024-04-19 17:39:41.308554,22151,1711.11,17368.475402518437,1,0,0
Priority,SMB_4743,2024-04-04 17:39:40.678978,23158,2713.04,18655.007958305996,0,0,0
Boulevard,SMB_46552,2024-10-29 17:39:40.979674,26156,1686.3,8805.843423789822,0,0,0
Housecall Pro,SMB_61137,2024-04-17 17:39:41.080384,20253,1964.65,15102.695129240921,0,0,0
Priority,SMB_14797,2024-10-10 17:39:40.750041,26072,2968.63,8581.130654653645,0,0,1
Housecall Pro,SMB_66872,2024-07-13 17:39:41.115368,18035,1657.77,10978.842055927817,0,0,0
Housecall Pro,SMB_97631,2024-07-29 17:39:41.329102,10745,1103.82,5279.399711393686,0,0,0
Priority,SMB_29695,2025-01-01 17:39:40.863208,28855,2564.44,4062.6659152902857,1,0,0
Housecall Pro,SMB_80654,2024-11-03 17:39:41.220306,6830,692.81,1929.2544687254021,0,0,0
Housecall Pro,SMB_84658,2025-01-16 17:39:41.247098,9622,899.67,1057.9953063698529,1,0,0
Priority,SMB_31027,2024-08-03 17:39:40.872690,20684,1416.69,10862.204118895594,0,0,0
Priority,SMB_14741,2024-12-02 17:39:40.749391,11170,774.17,2335.0101446351946,0,0,0
Housecall Pro,SMB_52856,2024-03-01 17:39:41.025759,25260,2006.61,22734.0,0,0,0
Priority,SMB_27756,2024-05-05 17:39:40.848996,11013,909.71,8465.495251141992,1,0,0
Priority,SMB_37150,2024-08-19 17:39:40.912979,18178,2003.93,9126.915878675618,0,0,0
Housecall Pro,SMB_84673,2024-10-24 17:39:41.247188,32320,2448.3,9967.509918356105,0,0,0
Housecall Pro,SMB_69119,2024-07-01 17:39:41.132121,15212,1619.84,8328.783222089376,0,0,0
Housecall Pro,SMB_82201,2024-10-30 17:39:41.230579,9976,986.32,2695.8696162033043,0,0,0
Priority,SMB_23417,2024-05-14 17:39:40.818616,13189,1255.63,9198.303965198564,0,0,0
Priority,SMB_25469,2024-10-09 17:39:40.832089,25381,2437.41,9507.767912413385,0,0,0
Housecall Pro,SMB_67659,2024-06-02 17:39:41.119914,20347,1523.75,13093.604964083948,0,0,0
Housecall Pro,SMB_53963,2024-09-12 17:39:41.037601,14242,1604.27,6159.985321719259,0,0,0
Priority,SMB_34989,2024-08-24 17:39:40.898627,8881,804.64,4074.7723018151923,0,0,0
Priority,SMB_39609,2024-07-03 17:39:40.930551,20673,1073.32,12973.246074207971,0,0,0
Boulevard,SMB_41598,2024-03-11 17:39:40.944561,14363,1424.67,11705.356462626622,0,0,1
Housecall Pro,SMB_70072,2024-06-08 17:39:41.141428,9222,506.9,5648.510044078324,0,0,0
Boulevard,SMB_40947,2025-01-12 17:39:40.940247,9150,511.6,1176.8851721640326,0,0,0
Housecall Pro,SMB_54135,2024-12-12 17:39:41.038679,16503,1219.66,3177.3645082824396,0,0,0
Housecall Pro,SMB_60417,2024-09-12 17:39:41.076123,30169,2090.82,12579.102629642477,0,1,0
Boulevard,SMB_46021,2024-11-20 17:39:40.975732,7457,657.46,1959.2739591077352,0,0,0
Housecall Pro,SMB_57364,2024-10-27 17:39:41.058191,14588,1663.68,4831.381689314464,0,0,0
Boulevard,SMB_41147,2024-11-28 17:39:40.941524,24313,2207.35,5848.84600283576,0,0,1
Housecall Pro,SMB_53229,2024-05-17 17:39:41.028843,31139,2432.26,24369.47083000822,1,0,0
Housecall Pro,SMB_97026,2024-08-18 17:39:41.324599,23246,2507.73,12074.78917547756,1,0,0
Housecall Pro,SMB_63683,2025-01-12 17:39:41.096389,8382,552.2,890.6587393203105,0,0,0
Boulevard,SMB_42944,2024-09-01 17:39:40.954496,17077,1969.13,6950.705941186231,0,0,0
Housecall Pro,SMB_80613,2024-03-15 17:39:41.220048,11073,624.5,9703.773106062683,0,0,1
Housecall Pro,SMB_73905,2024-07-22 17:39:41.177934,8661,840.78,4718.782365590636,0,0,0
Housecall Pro,SMB_81706,2024-11-21 17:39:41.227397,22517,2409.04,5756.267968706258,0,0,0
Housecall Pro,SMB_68415,2024-12-16 17:39:41.125285,16430,1709.59,2912.6203414235906,0,0,0
Priority,SMB_32183,2024-12-15 17:39:40.881153,26177,1584.26,4585.603991176702,1,0,0
Priority,SMB_18687,2024-09-05 17:39:40.779618,8956,963.41,4158.357503835177,0,0,1
Housecall Pro,SMB_69466,2024-10-26 17:39:41.135478,26909,1802.33,8477.949469381234,0,0,0
Priority,SMB_20253,2024-03-27 17:39:40.790173,16519,1188.29,14132.722084778843,0,0,0
Housecall Pro,SMB_66665,2024-04-27 17:39:41.114127,7468,849.79,6266.667619329603,0,0,0
Priority,SMB_4283,2024-07-11 17:39:40.674520,14938,1423.44,9031.463438727871,0,0,0
Priority,SMB_34084,2025-01-01 17:39:40.893008,14519,1150.99,2316.4766082282176,0,0,0
Housecall Pro,SMB_67352,2024-09-23 17:39:41.118149,7436,548.39,2830.783630914117,0,0,0
Priority,SMB_25508,2024-10-15 17:39:40.832320,23770,2618.43,8632.075624176317,0,0,0
Housecall Pro,SMB_91788,2024-08-17 17:39:41.291350,28242,3243.42,14377.348144156435,0,0,0
Housecall Pro,SMB_64533,2024-03-27 17:39:41.101427,29599,3009.68,25155.559739028788,0,0,0
Housecall Pro,SMB_64030,2024-04-17 17:39:41.098459,25006,1974.39,21877.301543694004,0,0,0
Housecall Pro,SMB_66210,2024-12-13 17:39:41.111422,17174,1304.52,3506.90824272555,0,0,0
Priority,SMB_34401,2024-06-07 17:39:40.894994,16042,1341.74,10468.433808839483,0,0,0
Housecall Pro,SMB_64657,2024-12-22 17:39:41.102209,17942,1318.16,2880.310756615561,0,1,0
Housecall Pro,SMB_62866,2024-11-17 17:39:41.090811,23610,1272.95,6705.833412708424,0,0,0
Priority,SMB_11452,2024-06-13 17:39:40.727445,9352,536.41,6424.544121842972,0,0,1
Housecall Pro,SMB_87870,2024-11-03 17:39:41.267070,21976,1309.89,5798.51664758392,0,0,0
Priority,SMB_26546,2024-08-09 17:39:40.839497,27310,1659.64,14132.892554110353,1,0,0
Boulevard,SMB_46252,2024-07-13 17:39:40.977578,14908,1337.42,7848.567675190976,0,0,0
Priority,SMB_6932,2024-12-05 17:39:40.695982,27934,3280.04,5656.238841254788,0,0,0
Housecall Pro,SMB_54110,2024-03-22 17:39:41.038532,7036,506.44,6146.432911256432,0,0,0
Boulevard,SMB_40469,2024-06-20 17:39:40.936722,28970,1901.06,17330.044808698396,0,0,0
Housecall Pro,SMB_70371,2024-12-01 17:39:41.144307,24225,1895.16,5080.2948394161,0,0,0
Priority,SMB_12430,2024-10-02 17:39:40.733978,15767,1533.15,5899.623569890712,1,0,0
Boulevard,SMB_40148,2024-05-23 17:39:40.934336,11597,872.56,8514.086980870354,0,1,0
Housecall Pro,SMB_78737,2025-01-15 17:39:41.206961,16732,885.13,1965.8504977272555,0,0,0
Priority,SMB_39334,2024-03-03 17:39:40.928612,29220,2474.71,24531.590764675675,0,0,0
Priority,SMB_23043,2024-10-17 17:39:40.815408,12731,670.66,4080.237053825972,0,0,0
Priority,SMB_16133,2024-05-08 17:39:40.760747,15505,1687.96,12131.133693868087,0,0,0
Housecall Pro,SMB_94074,2024-05-23 17:39:41.305645,27950,2771.12,18261.087261617347,1,0,0
Housecall Pro,SMB_92036,2024-04-01 17:39:41.292993,25590,2549.2,22321.20273127788,0,0,0
Housecall Pro,SMB_99255,2024-12-20 17:39:41.340077,25957,2997.68,4596.243215950907,0,0,0
Housecall Pro,SMB_95613,2024-09-24 17:39:41.315617,22576,1503.52,8320.887024646176,0,0,0
Priority,SMB_26668,2024-11-10 17:39:40.840283,10343,866.78,2709.3417399951545,0,0,0
Priority,SMB_13184,2024-10-13 17:39:40.738844,25722,2305.78,8180.978413442383,0,0,0
Housecall Pro,SMB_87187,2024-11-10 17:39:41.262705,26343,2725.88,7343.988308494164,0,0,0
Priority,SMB_3790,2024-09-16 17:39:40.670135,28728,3074.17,11707.186309418777,0,1,0
Priority,SMB_29932,2024-11-22 17:39:40.864912,8728,517.38,2341.311214864846,0,0,0
Housecall Pro,SMB_86576,2024-10-15 17:39:41.258831,13807,1487.79,4425.853072915616,0,0,1
Boulevard,SMB_51336,2025-01-06 17:39:41.013746,13983,991.38,1805.4038024498434,0,0,0
Priority,SMB_34067,2024-11-29 17:39:40.892874,16337,1535.8,3876.637530721082,1,0,0
Priority,SMB_13172,2024-10-13 17:39:40.738773,11763,919.44,3655.145343471801,0,0,0
Priority,SMB_23897,2024-10-23 17:39:40.822227,28526,1752.69,10127.494281466572,0,0,0
Priority,SMB_4679,2025-01-26 17:39:40.678366,11696,1347.28,982.0429053014301,0,0,0
Priority,SMB_32078,2024-04-29 17:39:40.880508,24810,1714.05,18792.19491823183,0,1,0
Priority,SMB_11115,2025-01-28 17:39:40.725325,31818,2718.39,2679.2515907968077,0,0,0
Housecall Pro,SMB_87556,2024-06-30 17:39:41.265109,30988,2440.82,17462.434223291228,0,0,0
Priority,SMB_3225,2024-06-25 17:39:40.666017,16463,1552.11,10483.498282307046,0,0,0
Housecall Pro,SMB_64527,2024-12-22 17:39:41.101394,9727,932.92,1524.9602235130649,0,0,0
Boulevard,SMB_49762,2024-09-24 17:39:41.001939,13112,1531.34,5603.25106934328,0,0,0
Housecall Pro,SMB_59327,2024-03-14 17:39:41.069948,22310,2496.43,17722.51411761925,1,0,0
Priority,SMB_29255,2025-01-11 17:39:40.860209,32196,1810.58,3440.472225333008,0,0,0
Priority,SMB_26414,2024-05-08 17:39:40.838625,28003,2344.41,21727.15155110507,0,0,0
Boulevard,SMB_42358,2024-04-20 17:39:40.950038,27189,1868.53,19230.65908934713,0,0,0
Boulevard,SMB_41660,2024-10-14 17:39:40.945272,24211,2869.22,7559.778878005768,0,1,0
Housecall Pro,SMB_70003,2024-05-15 17:39:41.140743,24438,1572.76,17072.90080678064,0,0,0
Priority,SMB_13810,2024-12-22 17:39:40.742920,13965,801.62,2304.2469471109143,0,0,0
Priority,SMB_37370,2024-03-02 17:39:40.914471,12897,1352.49,11607.300000000001,0,0,0
Housecall Pro,SMB_52722,2024-12-12 17:39:41.024714,23102,2363.5,4146.848791631309,0,1,0
Housecall Pro,SMB_98871,2024-03-08 17:39:41.337599,15411,834.98,13573.689443694468,0,1,0
Housecall Pro,SMB_77688,2024-03-13 17:39:41.200425,26343,1451.78,23708.7,0,0,0
Housecall Pro,SMB_87257,2024-04-16 17:39:41.263115,14000,880.53,10023.151047595105,1,0,0
Priority,SMB_14501,2024-11-18 17:39:40.747776,15839,1668.61,3927.736923070178,0,0,0
Housecall Pro,SMB_79594,2024-08-24 17:39:41.212565,19353,1475.61,9121.591287371706,0,0,0
Housecall Pro,SMB_89528,2024-04-01 17:39:41.277671,17485,1652.33,14971.650994010099,0,0,0
Housecall Pro,SMB_98808,2024-09-16 17:39:41.337229,28559,2636.73,11902.873957580421,0,0,0
Priority,SMB_34991,2024-10-29 17:39:40.898637,15944,1279.86,4922.024868070532,0,0,0
Priority,SMB_23699,2024-03-27 17:39:40.820645,11885,807.75,10696.5,0,0,0
Housecall Pro,SMB_60340,2024-11-14 17:39:41.075686,23479,2537.23,6344.836081964649,0,0,0
Priority,SMB_35648,2024-10-07 17:39:40.902801,16323,1025.45,5264.303936616321,0,0,0
Housecall Pro,SMB_80585,2024-09-12 17:39:41.219855,9217,764.23,4297.968059877082,0,0,0
Housecall Pro,SMB_82481,2024-11-15 17:39:41.232315,13829,959.77,3645.5104789196457,0,0,0
Housecall Pro,SMB_64259,2024-10-26 17:39:41.099787,11963,1272.76,3963.7599260729053,1,0,0
Housecall Pro,SMB_67974,2024-03-01 17:39:41.121805,20594,1183.89,17032.897619576594,0,0,0
Priority,SMB_19544,2024-09-06 17:39:40.785835,24888,2306.92,11584.013026074666,0,0,0
Housecall Pro,SMB_91872,2024-12-23 17:39:41.291976,31142,2462.83,5660.33955121454,0,1,0
Priority,SMB_10526,2024-11-25 17:39:40.720880,25193,2898.98,6600.443846590683,0,0,0
Housecall Pro,SMB_55191,2024-07-31 17:39:41.045270,22707,1156.49,11101.196416335475,0,0,0
Priority,SMB_5786,2024-03-15 17:39:40.688592,16804,1590.22,15123.6,0,0,0
Priority,SMB_6999,2024-10-29 17:39:40.696356,10510,814.83,3422.4904573141043,0,0,0
Priority,SMB_8425,2024-06-27 17:39:40.705186,21858,2564.36,14722.076740592633,1,0,0
Boulevard,SMB_47098,2024-03-16 17:39:40.983330,32419,2419.56,29177.100000000002,0,0,0
Housecall Pro,SMB_71864,2024-10-05 17:39:41.159010,25289,2998.17,9119.43998456226,0,0,0
Boulevard,SMB_49194,2024-04-30 17:39:40.998155,20866,2413.07,17222.898140275887,0,0,0
Housecall Pro,SMB_91705,2024-04-15 17:39:41.290774,20043,1459.14,17436.00650141516,0,0,0
Housecall Pro,SMB_71361,2024-05-12 17:39:41.154076,10978,1254.44,8520.384394948886,0,0,0
Housecall Pro,SMB_59760,2024-11-10 17:39:41.072384,18950,1376.25,5614.360151671063,0,0,0
Boulevard,SMB_51653,2024-10-27 17:39:41.016194,21797,1502.26,6306.7042120948645,0,0,0
Priority,SMB_16225,2024-09-17 17:39:40.761476,29203,2499.73,11355.898328860208,0,0,0
Priority,SMB_28940,2024-04-27 17:39:40.857745,7411,442.39,5700.923718726189,0,0,0
Housecall Pro,SMB_62252,2025-01-06 17:39:41.086967,15072,1694.9,2136.1061270159817,0,0,0
Priority,SMB_29116,2024-05-16 17:39:40.859034,11926,1413.15,9478.023144413639,0,0,1
Boulevard,SMB_42261,2024-08-01 17:39:40.949295,27355,2215.6,14102.633411623012,0,0,0
Priority,SMB_37643,2024-03-07 17:39:40.916355,6979,735.69,6078.224912762798,0,0,0
Housecall Pro,SMB_63711,2024-07-23 17:39:41.096557,14208,1039.08,7546.0647842994,1,0,0
Boulevard,SMB_49569,2024-11-20 17:39:41.000528,31782,2707.45,8252.86042977468,0,0,0
Priority,SMB_11154,2025-01-06 17:39:40.725552,21720,2254.77,2863.42890131926,1,0,0
Housecall Pro,SMB_54518,2024-10-21 17:39:41.040818,24842,2918.17,7821.830400469536,0,0,0
Priority,SMB_29450,2024-08-11 17:39:40.861588,22002,1833.97,12068.5075671225,1,0,0
Boulevard,SMB_40018,2024-06-30 17:39:40.933410,19314,2191.12,11486.04834658716,0,0,0
Priority,SMB_30614,2024-07-26 17:39:40.869972,26512,2815.9,13281.483487669237,0,0,0
Priority,SMB_5678,2024-08-21 17:39:40.687944,8684,913.29,3933.363162833959,0,0,0
Boulevard,SMB_40519,2024-05-07 17:39:40.937099,19160,1453.99,14742.104432713073,0,1,0
Housecall Pro,SMB_60291,2024-03-21 17:39:41.075419,23571,2395.78,20466.413174282545,0,0,0
Housecall Pro,SMB_69199,2024-05-18 17:39:41.132891,7021,563.24,5222.683886102556,0,0,0
Housecall Pro,SMB_68045,2024-06-27 17:39:41.122264,31036,2841.06,17587.85489009704,0,0,0
Priority,SMB_38364,2025-01-16 17:39:40.921234,11297,910.09,1218.6332442970672,1,0,0
Boulevard,SMB_42561,2024-11-27 17:39:40.951577,21480,1301.36,5527.633958606815,0,0,1
Housecall Pro,SMB_73249,2024-03-17 17:39:41.172434,25207,2736.58,22557.017176988807,0,0,0
Priority,SMB_22243,2024-10-16 17:39:40.805152,31238,1646.15,9690.616322281909,1,0,0
Priority,SMB_31266,2024-12-19 17:39:40.874818,11376,881.45,2229.4778320186215,0,0,0
Boulevard,SMB_42190,2024-05-28 17:39:40.948645,31978,3760.56,23533.17081649988,0,0,0
Housecall Pro,SMB_71635,2024-09-30 17:39:41.156753,23299,1654.42,8204.78144493506,0,0,0
Priority,SMB_21375,2025-01-15 17:39:40.797990,12707,922.17,1376.5081289007665,0,0,1
Boulevard,SMB_45591,2024-04-23 17:39:40.973150,8595,791.01,7308.218105690535,0,0,0
Priority,SMB_3736,2024-06-01 17:39:40.669712,25021,2369.01,16665.17289005421,1,0,0
Priority,SMB_17234,2024-06-13 17:39:40.768760,18563,1139.4,12698.491953842233,0,0,0
Priority,SMB_9557,2024-12-17 17:39:40.713447,19441,2137.85,3542.4080683399347,0,0,0
Priority,SMB_18663,2024-08-25 17:39:40.779459,28718,1825.42,13293.45324125245,0,1,0
